Punkt,RT-90 O,RT-90 N,RUTT,RUTTNAMN,PUNKTNAMN,PUNKTBESKR,ÅR,xcoord,ycoord
12,1438040,6884050,16ENO,Älvros,,Avtagsväg till Sätervallen,2012,14.6200279414811,62.0644335036125
13,1439820,6885445,16ENO,Älvros,,Småbodarna,2012,14.653589132873,62.0772360282905
14,1440370,6888065,16ENO,Älvros,,Avfart till Lindbergstjärn,2012,14.663226474089,62.1008274658183
15,1441130,6881505,16ENO,Älvros,,Parkering,2012,14.6799575250308,62.0420964662256
16,1443220,6881560,16ENO,Älvros,,Busshållplats Rismyr,2012,14.7198744069234,62.0429097267807
17,1448460,6881835,16ENO,Älvros,,Parkeringsplats,2012,14.8199229912166,62.0461280670602
18,1445995,6880765,16ENO,Älvros,,Kolsätt korsning mitt i byn,2012,14.7731417525398,62.0361842826815
19,1449135,6879125,16ENO,Älvros,,Parkering vid Hunnilssjön,2012,14.833599299169,62.0219065295499
20,1442605,6878695,16ENO,Älvros,,Mötesplats Remmen,2012,14.7090490913767,62.0171141712907
1,1424270,6880070,16ENV,Sveg,,Sörgårdsgatan/Lillhärdalsvägen,2012,14.3584571469155,62.0262222623312
2,1421120,6878800,16ENV,Sveg,,Äggen vid brevlådor,2012,14.2988734534737,62.0141867964057
3,1419720,6877380,16ENV,Sveg,,Parkering,2012,14.27279295331,62.001155399058
4,1415800,6878770,16ENV,Sveg,,Herrö första korsningen,2012,14.1973503597128,62.0127714642125
5,1412290,6880520,16ENV,Sveg,,Mötesplats,2012,14.1295007548656,62.0276702013649
6,1410105,6882595,16ENV,Sveg,,Mötesplats,2012,14.0867314390437,62.0457675958491
7,1409330,6885130,16ENV,Sveg,,Mötesplats,2012,14.07062907116,62.0683182557055
8,1408335,6888720,16ENV,Sveg,,Mosätt vid brevlåda,2012,14.0497463737281,62.1002753603675
9,1401280,6894170,16ENV,Sveg,,Avfart till Linsellborren,2012,13.9116839502063,62.1473695500145
10,1403730,6894085,16ENV,Sveg,,Parkering mitt emot avfart till badet,2012,13.9586899729703,62.1472418988996
11,1407330,6892720,16ENV,Sveg,,Parkering,2012,14.0284120679734,62.1359036079124
12,1409410,6891600,16ENV,Sveg,,Avfart till Mosätt,2012,14.0688425956667,62.1263648940382
13,1412050,6891370,16ENV,Sveg,,Parkering vid Albintjärn,2012,14.1195279594591,62.1249277040698
14,1414430,6891280,16ENV,Sveg,,Parkering Remmet,2012,14.1651607627663,62.1246686421408
15,1414920,6894110,16ENV,Sveg,,Parkering,2012,14.1731803666376,62.1501622277347
16,1414600,6899620,16ENV,Sveg,,Parkering Tönningfloarna,2012,14.164367771357,62.1995090977103
17,1417400,6888310,16ENV,Sveg,,Parkering vid Bådhushammaren,2012,14.223442041585,62.0986925978359
18,1419560,6889080,16ENV,Sveg,,Vägskäl Duvberg,2012,14.2644327482411,62.1060661049492
19,1420130,6885780,16ENV,Sveg,,Vägskäl Överberg/Duvberg,2012,14.2768356276953,62.0765875646429
20,1421230,6883990,16ENV,Sveg,,Avtagsväg,2012,14.2986701967304,62.0607629021102
1,1417145,6873990,16ESV,Lillhärdal,,Vägskäl Risbrunn,2012,14.2252430460464,61.9701939677111
2,1418370,6870670,16ESV,Lillhärdal,,Vägskäl mot Stråsjön,2012,14.250107272059,61.9406803502917
3,1420820,6870375,16ESV,Lillhärdal,,Avfart mot brickan,2012,14.2968878936253,61.938553184312
4,1416045,6870450,16ESV,Lillhärdal,,Mötesplats,2012,14.2059423356288,61.9381999797053
5,1415835,6867600,16ESV,Lillhärdal,,Mötesplats,2012,14.2032840490446,61.9125903502917
6,1418010,6864810,16ESV,Lillhärdal,,Mötesplats,2012,14.2459341916986,61.8880402271858
7,1418565,6862335,16ESV,Lillhärdal,,Mötesplats,2012,14.2576052614384,61.8659591323831
8,1413560,6864400,16ESV,Lillhärdal,,Avfart till Västanå,2012,14.1615503356212,61.8833777635823
9,1411500,6862450,16ESV,Lillhärdal,,Vid Spångmyrholmen,2012,14.1233629159318,61.8654142614275
10,1407895,6861945,16ESV,Lillhärdal,,Parkering,2012,14.0551555440443,61.8600301583754
11,1410560,6859165,16ESV,Lillhärdal,,Badplatsen,2012,14.1071419227948,61.8357308890205
12,1412270,6858030,16ESV,Lillhärdal,,Strax före Orrmoskylten,2012,14.1401402362805,61.8259479383636
13,1412720,6855435,16ESV,Lillhärdal,,Mötesplats Östansjö,2012,14.1499306140607,61.8027755020498
14,1413730,6853405,16ESV,Lillhärdal,,Mötesplats Högen,2012,14.1700430499806,61.784796864518
15,1415245,6851260,16ESV,Lillhärdal,,Mötesplats,2012,14.1997465720448,61.7658959071602
16,1412040,6853450,16ESV,Lillhärdal,,Före bron över Ällan,2012,14.1380075656591,61.7848151935657
17,1410885,6856035,16ESV,Lillhärdal,,Vid enskild väg norr Åsen,2012,14.1148543962487,61.8077332083854
18,1407550,6860380,16ESV,Lillhärdal,,Särnavägen/Drängsgatan,2012,14.0494082350916,61.8459102404025
19,1403915,6859730,16ESV,Lillhärdal,,Särnavägen vid plan S sidan,2012,13.9807658289569,61.839181670248
20,1400320,6859160,16ESV,Lillhärdal,,Avfart Stockholm,2012,13.9128687003181,61.8331468647978
1,1351727,6933497,17DNV,Grundsjön,,,2011,12.9289534980167,62.4835423216981
2,1352464,6931739,17DNV,Grundsjön,,,2011,12.944737293775,62.4680823319319
3,1352997,6930042,17DNV,Grundsjön,,,2011,12.9565054148102,62.4530864461365
4,1353970,6928177,17DNV,Grundsjön,,,2011,12.9769132931509,62.4367569806927
5,1356057,6927175,17DNV,Grundsjön,,,2011,13.0181108837773,62.4285908860631
6,1357932,6925949,17DNV,Grundsjön,,,2011,13.0553728199647,62.4183241269925
7,1360385,6927153,17DNV,Grundsjön,,,2011,13.1018116923004,62.4300430584787
8,1361141,6928759,17DNV,Grundsjön,,,2011,13.1151360779851,62.4447197414412
9,1359744,6929880,17DNV,Grundsjön,,,2011,13.0871970783138,62.4542420474485
10,1359421,6931692,17DNV,Grundsjön,,,2011,13.0794656247238,62.4703594774075
11,1359933,6932900,17DNV,Grundsjön,,,2011,13.0883943793298,62.4813792964066
12,1360496,6931948,17DNV,Grundsjön,,,2011,13.1000723642824,62.4730591880236
13,1361361,6930787,17DNV,Grundsjön,,,2011,13.1177587070133,62.4629777396994
14,1362786,6930507,17DNV,Grundsjön,,,2011,13.1455675895902,62.4609972572253
15,1364033,6931093,17DNV,Grundsjön,,,2011,13.1692429483072,62.4667079314497
16,1365812,6930560,17DNV,Grundsjön,,,2011,13.2041030826268,62.4625775755335
17,1367218,6929583,17DNV,Grundsjön,,,2011,13.2320763130421,62.4543256525465
18,1369236,6928803,17DNV,Grundsjön,,,2011,13.2717263586451,62.448049635646
19,1370384,6928891,17DNV,Grundsjön,,,2011,13.2938749294661,62.4492405185552
20,1370356,6927705,17DNV,Grundsjön,,,2011,13.2942257691939,62.4385997681167
1,1544104,6943184,17GNO,Navarn-Hullsjön,,,2011,16.6636138028508,62.5974791644208
2,1543114,6942764,17GNO,Navarn-Hullsjön,,,2011,16.6442376036858,62.5938279245198
3,1543364,6941634,17GNO,Navarn-Hullsjön,,,2011,16.6488160710675,62.5836612601493
4,1542112,6941380,17GNO,Navarn-Hullsjön,,,2011,16.6243948296985,62.5815270635772
5,1544808,6938252,17GNO,Navarn-Hullsjön,,,2011,16.6760232770303,62.5531488547145
6,1542732,6938216,17GNO,Navarn-Hullsjön,,,2011,16.6356656376944,62.5530709760766
7,1542996,6935296,17GNO,Navarn-Hullsjön,,,2011,16.6400637984561,62.5268443041828
8,1544948,6934004,17GNO,Navarn-Hullsjön,,,2011,16.6776301075539,62.515022232548
9,1545516,6932556,17GNO,Navarn-Hullsjön,,,2011,16.688271549619,62.5019627294695
10,1546392,6930352,17GNO,Navarn-Hullsjön,,,2011,16.7046730643584,62.4820818687118
11,1547768,6931840,17GNO,Navarn-Hullsjön,,,2011,16.7317657962451,62.4952566911904
12,1549436,6931764,17GNO,Navarn-Hullsjön,,,2011,16.7640988909082,62.4943567406553
13,1551580,6932040,17GNO,Navarn-Hullsjön,,,2011,16.8057681207725,62.4965413118887
14,1550540,6933076,17GNO,Navarn-Hullsjön,,,2011,16.7858988711287,62.5059781557173
15,1548896,6935792,17GNO,Navarn-Hullsjön,,,2011,16.7547720487504,62.5305635446835
16,1549208,6937464,17GNO,Navarn-Hullsjön,,,2011,16.7613115074312,62.5455217979453
17,1547644,6938576,17GNO,Navarn-Hullsjön,,,2011,16.7312320764372,62.5557018537103
18,1547576,6939616,17GNO,Navarn-Hullsjön,,,2011,16.7301996795547,62.5650404724009
19,1545936,6940608,17GNO,Navarn-Hullsjön,,,2011,16.6985794449799,62.574146758973
20,1544472,6941192,17GNO,Navarn-Hullsjön,,,2011,16.6702577047286,62.5795645868846
1,1561864,6945149,17HNV,Sundsvall NV,,Östloning P-fickan vid kraftledningen,2010,17.0099869399234,62.612562209058
2,1564316,6943316,17HNV,Sundsvall NV,,Tomming gul skylt,2010,17.0570405525062,62.5957016906756
3,1566048,6941298,17HNV,Sundsvall NV,,Indals reningsverk,2010,17.0899654075026,62.5772951941216
4,1567798,6939590,17HNV,Sundsvall NV,,Kävsta avtagsvägen mitt i backen,2010,17.1233223999521,62.5616583700687
5,1570192,6934454,17HNV,Sundsvall NV,,Nordansjösjön,2010,17.167751464778,62.515144091705
6,1569722,6933334,17HNV,Sundsvall NV,,Bjärmesjön,2010,17.1581748165172,62.5051865313406
7,1567566,6932234,17HNV,Sundsvall NV,,Gåltjärn infarten till gården,2010,17.1159124270806,62.4957181696178
8,1564004,6934130,17HNV,Sundsvall NV,,Gravnäsberget,2010,17.0475312396038,62.5133564206053
9,1560872,6935660,17HNV,Sundsvall NV,,Storbränna norra (vid blå Storbränna-skylt),2010,16.9872892788997,62.5276078589824
10,1559302,6935298,17HNV,Sundsvall NV,,Gravtjärn,2010,16.9566789768467,62.5246148280663
11,1557631,6935083,17HNV,Sundsvall NV,,Norr-Hemsjön där kraftledningen korsar vägen,2010,16.9241633883907,62.522949448134
12,1555260,6933902,17HNV,Sundsvall NV,,Stor-Fängsjömyran vid avtagsvägen söderut,2010,16.8777506428524,62.5127156883947
13,1555298,6932289,17HNV,Sundsvall NV,,"Västansjö, kraftledningen",2010,16.8779686803228,62.4982402760358
14,1557918,6931700,17HNV,Sundsvall NV,,"Nora, avtagsvägen mot Huljen, bron",2010,16.9285939502118,62.4925573829437
15,1560886,6932218,17HNV,Sundsvall NV,,"Norafors västra, strax före krönet",2010,16.986339850596,62.4967295612169
16,1563930,6932356,17HNV,Sundsvall NV,,"Väster- Gåltjärn, Skansberget",2010,17.0454344956538,62.4974560721899
17,1566270,6932719,17HNV,Sundsvall NV,,Väster-Gåltjärn nordliga bron,2010,17.09096291118,62.500302100044
18,1567784,6930556,17HNV,Sundsvall NV,,"Lövsätt, mötesplatsen",2010,17.1194789265779,62.4806268876938
19,1568920,6929080,17HNV,Sundsvall NV,,Sättna P-fickan i backen,2010,17.1409095961689,62.467178442095
20,1570541,6926227,17HNV,Sundsvall NV,,"Avtagsvägen mot Oxsta, P-fickan vid vägen 62",2010,17.1711510260112,62.4412836852256
1,1576653,6911106,17HSO,Sundsvall SO,,"Storsvedjan, Midskogsberget, Vid skylt lekande barn.",2010,17.282787484309,62.3044482995401
2,1578773,6910600,17HSO,Sundsvall SO,,Tallstugevägen,2010,17.3234121076353,62.2994698044021
3,1580665,6910355,17HSO,Sundsvall SO,,Fiskdammen,2010,17.3597517395196,62.2968696179847
4,1585042,6909897,17HSO,Sundsvall SO,,Juniskär,2010,17.4438491517884,62.2917936640525
5,1583268,6908777,17HSO,Sundsvall SO,,"Skottsundsslätten, Deccavägen",2010,17.4091449025966,62.2821468349655
6,1579788,6906008,17HSO,Sundsvall SO,,"Solberg, rakan",2010,17.3408699986132,62.2580676853942
7,1575614,6906031,17HSO,Sundsvall SO,,"Källåsen, avtagsvägen mot Gästa",2010,17.2605670508212,62.2591384473866
8,1578578,6904092,17HSO,Sundsvall SO,,"Öjestrand, avtagsvägen mot Vedamon (grustäkten)",2010,17.3167283714135,62.2411375166042
9,1580664,6902491,17HSO,Sundsvall SO,,"Gästa, mitt på rakan",2010,17.3561044954302,62.2263352123729
10,1580714,6901904,17HSO,Sundsvall SO,,"Maj, bron vid Majskansen",2010,17.356795307045,62.2210594592259
11,1578075,6901710,17HSO,Sundsvall SO,,Avtagsvägen mot Skärsätt,2010,17.3059945030411,62.2198769599614
12,1581775,6904461,17HSO,Sundsvall SO,,"Myre, busshållplatsen",2010,17.3783775151752,62.2437644509731
13,1583928,6902614,17HSO,Sundsvall SO,,Avtagsvägen mot Lomyran,2010,17.4188966020847,62.2267233933724
14,1587931,6900156,17HSO,Sundsvall SO,,Vikarbodarna båthamnen,2010,17.4945994497315,62.2037625276607
15,1588177,6902976,17HSO,Sundsvall SO,,Ljusviken,2010,17.5007411571483,62.2289967502955
16,1589441,6904416,17HSO,Sundsvall SO,,"Björkvik, vägkorsningen",2010,17.5257708795434,62.2416126638454
17,1591080,6903606,17HSO,Sundsvall SO,,"Norrviken, mitt på rakan vid bäcken",2010,17.5568644689595,62.2339541602632
18,1595740,6903668,17HSO,Sundsvall SO,,"Lörudden väst, där kraftledningen korsar vägen",2010,17.6464743813312,62.2333510367577
19,1586856,6905803,17HSO,Sundsvall SO,,"Bergabodarna, busshållplatsen",2010,17.4767528016053,62.2546593702022
20,1584624,6906918,17HSO,Sundsvall SO,,"Berga, korsningen Bergavägen",2010,17.434354265556,62.2651698218468
1,1574360,6976429,18HNV,Graninge,,,2012,17.2670993854077,62.8908123480814
2,1572909,6980235,18HNV,Graninge,,,2012,17.2402474564674,62.9252407191711
3,1571580,6982376,18HNV,Graninge,,,2012,17.2150179573757,62.9447066439397
4,1570860,6987861,18HNV,Graninge,,,2012,17.2031863430509,62.9940424400768
5,1573852,6989384,18HNV,Graninge,,,2012,17.2628811135378,63.0071064981076
6,1564812,6992435,18HNV,Graninge,,,2012,17.0856833113596,63.03619665229
7,1563381,6999193,18HNV,Graninge,,,2012,17.0600200007989,63.0970646295687
8,1566255,6997629,18HNV,Graninge,,,2012,17.1162794509177,63.0825223144396
9,1570034,6999135,18HNV,Graninge,,,2012,17.1916876252072,63.0953186599152
10,1550993,6994585,18HNV,Graninge,,,2012,16.8133459016667,63.0576866509408
11,1553903,6995805,18HNV,Graninge,,,2012,16.8712762804747,63.0682093395535
12,1561134,6993070,18HNV,Graninge,,,2012,17.0132623212034,63.0425303796847
13,1562569,6990241,18HNV,Graninge,,,2012,17.0405424785282,63.016911043773
14,1565215,6987693,18HNV,Graninge,,,2012,17.0917709779176,62.9935917550544
15,1567457,6982532,18HNV,Graninge,,,2012,17.1338923365345,62.9468923982476
16,1565226,6980739,18HNV,Graninge,,,2012,17.0892517238759,62.931216311337
17,1563460,6979381,18HNV,Graninge,,,2012,17.0539725948114,62.9193471919427
18,1560294,6978468,18HNV,Graninge,,,2012,16.9913481459688,62.9116946777552
19,1558487,6975409,18HNV,Graninge,,,2012,16.9547289146216,62.8845495748681
20,1569753,6985098,18HNV,Graninge,,,2012,17.1801867543594,62.9694748849685
1,1599890.08532,6970673.52725,18HSO,Viksjö,,,2012,17.7653280309865,62.8331156250286
2,1596281.26049,6972444.35891,18HSO,Viksjö,,,2012,17.6955722897298,62.8499615767852
3,1593858.48722,6970619.73568,18HSO,Viksjö,,,2012,17.6470052858242,62.8342294346559
4,1592382.50086,6969043.95886,18HSO,Viksjö,,,2012,17.6171870019089,62.820474305889
5,1591293.0768,6966455.00577,18HSO,Viksjö,,,2012,17.5944200859202,62.7975309771228
6,1590247.0445,6964512.29876,18HSO,Viksjö,,,2012,17.572885100033,62.7803684302512
7,1589584.52374,6961900.27473,18HSO,Viksjö,,,2012,17.5585231388491,62.7571068299648
8,1589616.88418,6959505.16621,18HSO,Viksjö,,,2012,17.5578824092676,62.7356201460106
9,1589697.63611,6956810.59325,18HSO,Viksjö,,,2012,17.5580291538659,62.7114360571088
10,1587687.75505,6958214.54068,18HSO,Viksjö,,,2012,17.5194993089586,62.7245110558599
11,1585183.60948,6959565.92933,18HSO,Viksjö,,,2012,17.4712455575172,62.737219071196
12,1582809.47614,6957827.66139,18HSO,Viksjö,,,2012,17.423976038023,62.7221720431376
13,1582575.20308,6959931.11094,18HSO,Viksjö,,,2012,17.420427662264,62.741089346071
14,1582561.86513,6962055.99887,18HSO,Viksjö,,,2012,17.4212082570859,62.7601491909112
15,1581630.75879,6965457.99965,18HSO,Viksjö,,,2012,17.4046416115675,62.790867981269
16,1580669.27062,6967868.6309,18HSO,Viksjö,,,2012,17.3869679980561,62.8127004222814
17,1580455.70172,6970297.82865,18HSO,Viksjö,,,2012,17.3839484225933,62.8345335646659
18,1579274.17024,6972498.91794,18HSO,Viksjö,,,2012,17.3618146475154,62.8545318705074
19,1577310.06807,6973279.37496,18HSO,Viksjö,,,2012,17.3236209118526,62.8619519272638
20,1575461.70934,6974798.59564,18HSO,Viksjö,,,2012,17.2880150210804,62.8759636301515
1,1629172,6973463,18INO,Nordingrå,,mötesplatsen,2012,18.3415335605492,62.8489579553338
2,1630403,6975445,18INO,Nordingrå,,backkrönet,2012,18.3672248637309,62.8662855926835
3,1631924,6977361,18INO,Nordingrå,,bäckkorsning,2012,18.3985888150302,62.8829121952921
4,1633631,6977022,18INO,Nordingrå,,tjärnen,2012,18.4318341942968,62.8792534370551
5,1630648,6978468,18INO,Nordingrå,,i svackan,2012,18.374401270848,62.8932926284344
6,1629601,6979867,18INO,Nordingrå,,våtmarken,2012,18.3549238485282,62.9062048876744
7,1630132,6981650,18INO,Nordingrå,,mellan sjöarna,2012,18.3667538904102,62.921996577381
8,1631892,6981179,18INO,Nordingrå,,p-plats,2012,18.4009848382885,62.9171428900126
9,1634217,6981476,18INO,Nordingrå,,Rävsön,2012,18.4469288602615,62.9189565043158
10,1630877,6983287,18INO,Nordingrå,,vägskälet,2012,18.3826916856707,62.9364018381472
11,1631127,6986101,18INO,Nordingrå,,rastplatsen,2012,18.3898340657765,62.9615327130945
12,1632330,6988241,18INO,Nordingrå,,skylten,2012,18.4152288604283,62.980276904269
13,1634178,6988827,18INO,Nordingrå,,vägskälet,2012,18.452109826004,62.9848516966764
14,1636575,6988405,18INO,Nordingrå,,infarten,2012,18.4989881373453,62.9801775535628
15,1629213,6984715,18INO,Nordingrå,,naturreservatet,2012,18.3510692931224,62.9497946234522
16,1627108,6984978,18INO,Nordingrå,,vägskälet,2012,18.3098410196605,62.9528926488009
17,1626734,6982540,18INO,Nordingrå,,tjärnen,2012,18.300617545688,62.9311706925978
18,1627469,6979713,18INO,Nordingrå,,infarten,2012,18.3129070800528,62.9055755665331
19,1629066,6978613,18INO,Nordingrå,,T-vägskorset,2012,18.3434379677604,62.8951549478479
20,1628659,6977580,18INO,Nordingrå,,infarten,2012,18.3346449523605,62.8860397857148
1,1332607,7049427,19CNO,Gevsjön,,P-plats höger sida strax V Moan,2012,12.4412059337947,63.5137668542193
2,1334560,7046600,19CNO,Gevsjön,,Snöupplag höger sida,2012,12.4833179602064,63.4893636370314
3,1337579,7045226,19CNO,Gevsjön,,Snöupplag höger sida,2012,12.5452177029851,63.4784494670635
4,1339028,7044367,19CNO,Gevsjön,,Stalltjärnstugan. P-plats vänster sida,2012,12.5751124201499,63.471414308455
5,1341417,7043390,19CNO,Gevsjön,,Bodsjöbränna. Busshpl båda sidor,2012,12.623931306314,63.4637359463705
6,1342789,7041948,19CNO,Gevsjön,,P-plats höger sida (oskyltad),2012,12.6528254700179,63.4514279471594
7,1344032,7041167,19CNO,Gevsjön,,Bodsjöedet. Ta av höger 800 m till en vändplats,2012,12.6784676690777,63.4449785658587
8,1347097,7040782,19CNO,Gevsjön,,Tännforsen. P-plats,2012,12.7401710362229,63.4428585447976
9,1346901,7039181,19CNO,Gevsjön,,P-plats höger sida strax SO infart till Tännforsen,2012,12.7377851642708,63.4284322569977
10,1349900,7035572,19CNO,Gevsjön,,P-plats höger sida Ö Rännbergsbacken,2012,12.8011561719244,63.3973755822132
11,1347821,7034097,19CNO,Gevsjön,,Fannberget. Busshpl vänster sida vid ”blå huset”,2012,12.7610223669421,63.3832815292645
12,1345747,7033394,19CNO,Gevsjön,,Infart vänster sida till Gevsjöböle,2012,12.7202852553907,63.3760942496138
13,1344396,7031817,19CNO,Gevsjön,,Gevsjön. P-plats vänster sida,2012,12.6948455857502,63.361381733365
14,1342290,7031992,19CNO,Gevsjön,,P-plats höger sida,2012,12.6526556601203,63.3620264863466
15,1340084,7031805,19CNO,Gevsjön,,Tångböle (övre). Brevlådor vänster sida vid infart till hus,2012,12.608829702193,63.3593715233295
16,1338838,7030387,19CNO,Gevsjön,,P-plats vänster sida (oskyltad),2012,12.5853962573246,63.3461110203479
17,1337352,7028627,19CNO,Gevsjön,,P-plats vänster sida vid hygge just Ö om Ånn,2012,12.5575469018857,63.3296745767481
18,1336177,7028229,19CNO,Gevsjön,,Ånn. Kör in Byvägen vid vandrarhemmet. Y-kors Byvägen-Fjällåsen ca 500 m upp,2012,12.5345375099382,63.325574107673
19,1333339,7026546,19CNO,Gevsjön,,"In på Klockavägen ca 200 m, vid brevlådor",,12.4797363580604,63.3091913433931
20,1333959,7025023,19CNO,Gevsjön,,Klocka. Vid transformator höger sida,,12.4936501237726,63.2958387944211
1,1435050,7029055,19ENO,Aspås,,,2012,14.5069730189227,63.3645975024009
2,1435140,7031070,19ENO,Aspås,,,2012,14.5079554742459,63.382686122578
3,1434490,7033255,19ENO,Aspås,,,2012,14.4940664992091,63.4021642213516
4,1434690,7035875,19ENO,Aspås,,,2012,14.4969962130956,63.4256991017748
5,1434560,7038000,19ENO,Aspås,,,2012,14.4935214016343,63.4447338119073
6,1436960,7038865,19ENO,Aspås,,,2012,14.5412627846095,63.4529250540607
7,1438770,7038175,19ENO,Aspås,,,2012,14.5778020735141,63.4470525275995
8,1440280,7036600,19ENO,Aspås,,,2012,14.6086481106601,63.4331827544181
9,1441100,7034340,19ENO,Aspås,,,2012,14.6259047024022,63.4130489405067
10,1443450,7034370,19ENO,Aspås,,,2012,14.6729263666173,63.4136986593913
11,1445860,7033825,19ENO,Aspås,,,2012,14.7213460898307,63.4091845668371
12,1447620,7032560,19ENO,Aspås,,,2012,14.7569811335488,63.3981009949404
13,1449670,7030880,19ENO,Aspås,,,2012,14.7985182067316,63.3833270557685
14,1451320,7029600,19ENO,Aspås,,,2012,14.8318975690111,63.372074575226
15,1451980,7027575,19ENO,Aspås,,,2012,14.8456951459233,63.3539998876982
16,1451320,7025290,19ENO,Aspås,,,2012,14.8332052898874,63.3334143082739
17,1448930,7024340,19ENO,Aspås,,,2012,14.7858045989527,63.324559620762
18,1446520,7024375,19ENO,Aspås,,,2012,14.7377067771128,63.3245213744506
19,1442680,7023745,19ENO,Aspås,,,2012,14.6613145932579,63.3182759688954
20,1436625,7027875,19ENO,Aspås,,,2012,14.5389062407734,63.3542970218637
1,1411662,7010678,19ESV,Hallen,,,2010,14.0498475387857,63.1947928533568
2,1409984,7009540,19ESV,Hallen,,,2010,14.0171571890445,63.1841726339052
3,1406946,7011704,19ESV,Hallen,,,2010,13.9556163817173,63.202804391782
4,1410532,7012736,19ESV,Hallen,,,2010,14.0262752012135,63.2129679445624
5,1409604,7015496,19ESV,Hallen,,,2010,14.006297671061,63.2374846289825
6,1406964,7017190,19ESV,Hallen,,,2010,13.9528258058147,63.2520001826681
7,1405310,7018456,19ESV,Hallen,,,2010,13.9191777608183,63.262919330485
8,1403806,7020994,19ESV,Hallen,,,2010,13.8877330924628,63.2852757554322
9,1401978,7022108,19ESV,Hallen,,,2010,13.8506471355958,63.2947688513954
10,1407998,7024536,19ESV,Hallen,,,2010,13.969210719145,63.3181358464001
11,1410000,7022422,19ESV,Hallen,,,2010,14.0103154671514,63.2996888199663
12,1407926,7022642,19ESV,Hallen,,,2010,13.9688574777047,63.3011345340709
13,1405766,7022698,19ESV,Hallen,,,2010,13.9257774167203,63.3010750694505
14,1406284,7020054,19ESV,Hallen,,,2010,13.9376365258351,63.2775035088745
15,1408636,7017858,19ESV,Hallen,,,2010,13.9857147117528,63.258419353602
16,1411058,7017020,19ESV,Hallen,,,2010,14.0343755706951,63.25151330856
17,1414084,7016266,19ESV,Hallen,,,2010,14.094983660689,63.2454888109612
18,1415568,7014698,19ESV,Hallen,,,2010,14.1253222844261,63.2317797716615
19,1414960,7011758,19ESV,Hallen,,,2010,14.1147742321057,63.2052720907499
20,1416290,7010316,19ESV,Hallen,,,2010,14.1419384255781,63.1926527471608
1,1581102,7009154,19HSO,Strinneån,,Strinne-ån,2010,17.4157085358531,63.1828583611955
2,1584347,7009812,19HSO,Strinneån,,800 m in på Norrgåsjönsvägen vid mötesplats,2010,17.4804632762216,63.1880147226871
3,1589973,7009831,19HSO,Strinneån,,1.2 km in på Björksjövägen på backkrön,2010,17.5921648466919,63.1868251412243
4,1589507,7012008,19HSO,Strinneån,,"3,55 km in på Björksjövägen vid mötesplats med telefonstolpe",2010,17.5841112049969,63.2064624464681
5,1589678,7014204,19HSO,Strinneån,,"5,9 km in på Björksjövägen vid en infart med bom över",2010,17.5887200609783,63.2261115188873
6,1590673,7015932,19HSO,Strinneån,,,2010,17.6094646845377,63.241357071046
7,1592428,7017043,19HSO,Strinneån,,,2010,17.6450025664483,63.2508724380507
8,1593864,7018530,19HSO,Strinneån,,vid mötesplats,2010,17.6744332020921,63.2638337064055
9,1595281,7017951,19HSO,Strinneån,,,2010,17.7022956213763,63.2582692595463
10,1597162,7016406,19HSO,Strinneån,,uppe på backkrön,2010,17.7387995849829,63.243912928872
11,1598044,7014805,19HSO,Strinneån,,backkrön vid mötesplats,2010,17.7553741878849,63.2293187788379
12,1599528,7012986,19HSO,Strinneån,,,2010,17.7837596086666,63.2126022616508
13,1600055,7007706,19HSO,Strinneån,,rastplats,2010,17.7909852757886,63.1651156991916
14,1598135,6999656,19HSO,Strinneån,,avfart mot Björred,2010,17.748072990524,63.0934640845577
15,1595933,7002620,19HSO,Strinneån,,skylt hembygdsgård,2010,17.706237738537,63.1206312555623
16,1592990,7005854,19HSO,Strinneån,,skylt Dal/Maskered,2010,17.6497883072304,63.1503988177622
17,1589558,7007605,19HSO,Strinneån,,skylt Lökom,2010,17.5827032850193,63.1669676853248
18,1585455,7007274,19HSO,Strinneån,,skylt Ås,2010,17.5011304455254,63.1649943381517
19,1581247,7007845,19HSO,Strinneån,,ödetorp,2010,17.4179344604355,63.171086787258
20,1579583,7007162,19HSO,Strinneån,,P-plats vid Multråberget,2010,17.3845824386828,63.1653324558429
1,1645712,7069885,20ISO,Trehörningssjö,,,2010,18.752763248146,63.7066641423014
2,1648342,7069454,20ISO,Trehörningssjö,,,2010,18.8054728750403,63.7017059753673
3,1649700,7068351,20ISO,Trehörningssjö,,,2010,18.8318397374628,63.6912509877029
4,1647293,7066990,20ISO,Trehörningssjö,,,2010,18.7819708500461,63.6800716841868
5,1646806,7064542,20ISO,Trehörningssjö,,,2010,18.769851792422,63.658343521081
6,1648185,7061820,20ISO,Trehörningssjö,,,2010,18.7950887339759,63.6333823315533
7,1646117,7061802,20ISO,Trehörningssjö,,,2010,18.753410345689,63.6340817121299
8,1641931,7059582,20ISO,Trehörningssjö,,,2010,18.6670690145037,63.6158964187543
9,1640227,7060307,20ISO,Trehörningssjö,,,2010,18.6334037242932,63.6230717436266
10,1639609,7061680,20ISO,Trehörningssjö,,,2010,18.6221752519818,63.6356182832243
11,1638234,7063554,20ISO,Trehörningssjö,,,2010,18.5961175135949,63.6529499736328
12,1640186,7063284,20ISO,Trehörningssjö,,,2010,18.6352326528194,63.6497616535096
13,1641164,7064933,20ISO,Trehörningssjö,,,2010,18.6564316061614,63.6641468598056
