Punkt,RT-90 O,RT-90 N,RUTT,RUTTNAMN,PUNKTNAMN,PUNKTBESKR,ÅR,xcoord,ycoord
19,1647390,6386190,06INO,Västerhejde,Karlsund,,2010,18.2690437734611,57.5767946095858
20,1645510,6386500,06INO,Västerhejde,Västerhejde,,2010,18.2378349751343,57.5801839779429
1,1670140,6355973,06JSV,Ethelhem,,"Kör från Lau mot Ljugarn, sväng vänster vägen mot Folkedarve. Stopp efter ca 500m, där en liten grusväg går in till hö.",2013,18.6278955738456,57.297821214065
2,1668655,6358014,06JSV,Ethelhem,,"Fortsätt mot Garde. Stopp efter där  vägen går ner till Käldänget, vid bronsålders och järnåldersgravfältet Majbacken (under kraftledningen).",2013,18.604683564866,57.3166762700298
3,1664616,6358802,06JSV,Ethelhem,,"Från Garde mot Etelhem. Avkörning till höger, ungefär mitt på sträckan i skogen uppe på backkrönet före skylt: textilhantverk.",2013,18.5382536448756,57.3252164768004
4,1662007,6360000,06JSV,Ethelhem,,Vid Ethelhem kyrka.,2013,18.4957780472747,57.3368943918698
5,1659575,6358994,06JSV,Ethelhem,,Från Ethelhem mot Lojsta. Stopp vid liten körväg in till höger när man nästan passerat Hagebyträsk.,2013,18.4547878967061,57.3287269980165
6,1656898,6357965,06JSV,Ethelhem,,Avkörning på vänster sida av vägen ner till båtplats vid Rammträsk.,2013,18.4097387672235,57.3204239464929
7,1654176,6356283,06JSV,Ethelhem,,Kör förbi Lojsta kyrka.  Sväng höger efter Änget mot Russpark. Stopp i 90 graders kurvan åt höger cirka 1 km in på vägen.,2013,18.3635566906923,57.3062620543551
8,1653121,6358846,06JSV,Ethelhem,,Fortsätt mot Russpark. Stopp  strax efter vänster kurvan vid Graunvik. Vid mötesplatsen på höger sida av vägen innan hygget på höger sida.,2013,18.3476570962145,57.3296080848282
9,1650879,6358551,06JSV,Ethelhem,,Kör förbi Russparkens parkering till stopp vid korsvägen efter grustaget.,2013,18.3102913372036,57.3277076377919
10,1650538,6355628,06JSV,Ethelhem,,"Fortsätt ut mot stora vägen, Visby-Hemse , kör söderut mot Levide. Tag vänster mot Gerum. Stopp vid grusvägen som går norrut mot Smiss kvarn och ovannämnda grustag.",2013,18.3028567756903,57.3015983026307
11,1652068,6354124,06JSV,Ethelhem,,Fortsätt förbi Gerum kyrka. Stopp vid skarp vänster sväng vid avtagsvägen Kullands 1km.,2013,18.3272903372467,57.2876001786703
12,1653373,6352837,06JSV,Ethelhem,,Besöksparkeringen vid Sandarve kulle.,2013,18.348113492013,57.2756194848855
13,1656628,6353748,06JSV,Ethelhem,,"Kör mot Linde och vidare mot Stånga. Stopp vid gravfältet Rojrhagen, söder om Asträsk.",2013,18.4025938867693,57.2826893197373
14,1659587,6354712,06JSV,Ethelhem,,Fortsätt mot Stånga. Stopp vid avtagsvägen åt vänster mot Stångkvie.,2013,18.4522250493946,57.2903140800716
15,1664016,6355695,06JSV,Ethelhem,,"Lye kyrka, utanför södra kyrkogårdgrinden",2013,18.5262451076545,57.2975647295409
16,1667499,6353663,06JSV,Ethelhem,,Lau gård på Lausmyr.,2013,18.5825779999445,57.2780778443468
17,1671653,6353271,06JSV,Ethelhem,,Kör förbi Lau mot När.  Efter 1 km sväng vänster  mot Ljugarn. Efter 500 m ta av höger ut mot Hammaren. Stopp efter cirka 1 km vid långa raka vägen som går ner till vänster mot Lausviken.,2013,18.6510900716735,57.2730234519862
18,1672247,6350375,06JSV,Ethelhem,,"Fortsätt ut mot Hammaren, över Närkån, sväng höger vid Bomunds och kör söderut till vägen som går närmast norr om Austerviken ut mot Djaupdy. Stopp vid den stora kvarnen och fornminnesområdet vid Rikvide.",2013,18.6589147138639,57.2468280899396
19,1675078,6350779,06JSV,Ethelhem,,Fortsätt ner mot Djaupdy. Stopp där grusvägen svänger vänster genom skogsdungen.,2013,18.7060340965273,57.2493784536015
20,1675602,6352707,06JSV,Ethelhem,,Besöksparkeringen vid Nabben,2013,18.7160670858152,57.26646806352
1,1267974,6430174,07BNV,Koderundan,Golfbanan,,2011,11.8871436242252,57.9352843294449
2,1269499,6430774,07BNV,Koderundan,Ykrysset,,2011,11.9122439399979,57.9414494731113
3,1271224,6431474,07BNV,Koderundan,Ägghandlaren,,2011,11.9406261235785,57.9486082049292
4,1272249,6432424,07BNV,Koderundan,Kurvan,,2011,11.9569831107907,57.9576432032091
5,1273224,6434174,07BNV,Koderundan,Stubbhultskrysset,,2011,11.9717391530308,57.9738174150849
6,1272524,6435449,07BNV,Koderundan,Hagen,,2011,11.9587109497648,57.9848822337539
7,1270499,6437749,07BNV,Koderundan,Toppen,,2011,11.9223259085061,58.0044461368238
8,1270799,6438799,07BNV,Koderundan,Nära korset,,2011,11.9263690293326,58.0140064723601
9,1268999,6439474,07BNV,Koderundan,Sågen,,2011,11.8953275425639,58.0191216210427
10,1266349,6437924,07BNV,Koderundan,Viadukten,,2011,11.852129906126,58.0038539142378
11,1267374,6437524,07BNV,Koderundan,Toröd,,2011,11.8698184096018,58.0008080607715
12,1264649,6434374,07BNV,Koderundan,Rehnberg,,2011,11.826980358823,57.9711615839289
13,1263849,6431099,07BNV,Koderundan,Solberga kyrka,,2011,11.8167587539648,57.9414051417141
14,1262549,6429424,07BNV,Koderundan,Åseby södra,,2011,11.7965397971222,57.9257128765706
15,1260349,6428799,07BNV,Koderundan,Rörtången,,2011,11.7601354770865,57.9189395087361
16,1263634,6427944,07BNV,Koderundan,Knapegården,,2011,11.8162783777019,57.9130328067791
17,1265984,6427324,07BNV,Koderundan,Mellan Restad,,2011,11.8564390111508,57.9087170844976
18,1268024,6427294,07BNV,Koderundan,Skårbyviadukten,,2011,11.8907985841491,57.9095126228354
19,1268894,6429344,07BNV,Koderundan,Ingetorp,,2011,11.9034457652178,57.9283269682253
20,1265264,6430024,07BNV,Koderundan,Jägerån,,2011,11.8416549291144,57.9325232572252
1,1279290,6401653,07BSO,Lerum,,,2010,12.1040675730074,57.685484198653
2,1281713,6405066,07BSO,Lerum,,,2010,12.1415126428601,57.7172470553017
3,1281611,6408841,07BSO,Lerum,,,2010,12.1363764713932,57.7510230030516
4,1281365,6411353,07BSO,Lerum,,,2010,12.1299654432981,57.7734115743222
5,1280594,6414134,07BSO,Lerum,,,2010,12.1144897280875,57.7979534208044
6,1283997,6415112,07BSO,Lerum,,,2010,12.1707175664984,57.8083688061768
7,1283672,6417351,07BSO,Lerum,,,2010,12.1632362940206,57.828274716566
8,1286496,6416198,07BSO,Lerum,,,2010,12.2117014336939,57.8192975806672
9,1289154,6415982,07BSO,Lerum,,,2010,12.2565300166797,57.8186204604373
10,1291635,6416119,07BSO,Lerum,,,2010,12.2980773462597,57.8210087272281
11,1293217,6413525,07BSO,Lerum,,,2010,12.326890448627,57.7984938950754
12,1295115,6414428,07BSO,Lerum,,,2010,12.3579774927824,57.8074581254091
13,1293935,6411039,07BSO,Lerum,,,2010,12.3410805726498,57.7765441656281
14,1292237,6409231,07BSO,Lerum,,,2010,12.3141618187355,57.7595580159191
15,1293593,6407280,07BSO,Lerum,,,2010,12.3385753562316,57.7426977782128
16,1293958,6404736,07BSO,Lerum,,,2010,12.3468722081913,57.7200648865774
17,1292601,6401613,07BSO,Lerum,,,2010,12.3268318686641,57.6914521358603
18,1288583,6401660,07BSO,Lerum,,,2010,12.2595492841051,57.6900049412689
19,1286678,6400862,07BSO,Lerum,,,2010,12.2283772155236,57.6819554715168
20,1285041,6403415,07BSO,Lerum,,,2010,12.1987151958949,57.7040549200208
1,1395090,6410940,07DSO,Nackebo,Tranebo Fågeltorn,,2011,14.0402542038681,57.8107296050731
2,1393770,6412855,07DSO,Nackebo,Domneådammen,,2011,14.0172083181573,57.8276043220746
3,1392410,6410940,07DSO,Nackebo,Dumme mosse norr,,2011,13.9951928020701,57.8100940167376
4,1391290,6409045,07DSO,Nackebo,Gunnarsö,,2011,13.9772227133228,57.7928177094983
5,1388580,6408985,07DSO,Nackebo,Beth öst,,2011,13.9317090055872,57.7916139733314
6,1387660,6412645,07DSO,Nackebo,Nackebo norr,,2011,13.9145299613327,57.8242284825085
7,1383790,6408545,07DSO,Nackebo,Rud,,2011,13.8514326243163,57.7864497364473
8,1382740,6406480,07DSO,Nackebo,Bottnaryds urskog,,2011,13.8348018090773,57.7676463309184
9,1379560,6407835,07DSO,Nackebo,Löckna,,2011,13.7807229814546,57.7789627831175
10,1380420,6412160,07DSO,Nackebo,Tokebo norr,,2011,13.7930075754801,57.8180017633354
11,1380560,6415330,07DSO,Nackebo,Mossebo,,2011,13.7937761678598,57.8464838842048
12,1380060,6417415,07DSO,Nackebo,Näs,,2011,13.7843130605009,57.8650588900867
13,1379950,6419835,07DSO,Nackebo,Södervik,,2011,13.7812408478692,57.8867439808834
14,1382565,6422080,07DSO,Nackebo,Ryfors,,2011,13.8241885684871,57.9075838615892
15,1388970,6420200,07DSO,Nackebo,Kattorp,,2011,13.9330445735308,57.8923524303401
16,1394180,6419325,07DSO,Nackebo,Habo kyrka,,2011,14.021233302599,57.8857648929514
17,1396225,6420880,07DSO,Nackebo,Hökesån,,2011,14.0550117610441,57.9001997978497
18,1398740,6419580,07DSO,Nackebo,Fiskebäck,,2011,14.0979595443468,57.8891103829484
19,1398440,6417310,07DSO,Nackebo,Ebbarp,,2011,14.0938726818355,57.8686699956797
20,1399570,6415380,07DSO,Nackebo,Bankeryds kyrka,,2011,14.1137173929509,57.8516041672142
1,1434168,6433148,07ENO,Adelöv,,,2010,14.6913379891359,58.0175362149981
2,1433496,6429984,07ENO,Adelöv,,,2010,14.6808621416301,57.9890339367274
3,1432988,6435316,07ENO,Adelöv,,,2010,14.6707605380227,58.0368210803507
4,1431528,6438508,07ENO,Adelöv,,,2010,14.645121049299,58.0652512675007
5,1436260,6438672,07ENO,Adelöv,,,2010,14.7252306166839,58.0674288865001
6,1437920,6440508,07ENO,Adelöv,,,2010,14.7528655427466,58.0841458001059
7,1439564,6442188,07ENO,Adelöv,,,2010,14.7802952217468,58.0994541857676
8,1439752,6437244,07ENO,Adelöv,,,2010,14.784751482024,58.0550981515541
9,1442240,6437880,07ENO,Adelöv,,,2010,14.8267282300883,58.0611385006602
10,1445940,6439032,07ENO,Adelöv,,,2010,14.8891324267098,58.0719467197866
11,1445440,6443396,07ENO,Adelöv,,,2010,14.8796458556851,58.1110615499722
12,1449060,6445076,07ENO,Adelöv,,,2010,14.9406811029535,58.1265747778595
13,1448768,6441464,07ENO,Adelöv,,,2010,14.9365162268172,58.0941153357767
14,1449076,6437864,07ENO,Adelöv,,,2010,14.9425189337068,58.0618326611624
15,1449874,6433374,07ENO,Adelöv,,,2010,14.9569922425186,58.0216152388372
16,1447854,6429364,07ENO,Adelöv,,,2010,14.9237018817243,57.9853834917985
17,1443654,6429754,07ENO,Adelöv,,,2010,14.852621303448,57.9883722798582
18,1444654,6432584,07ENO,Adelöv,,,2010,14.8688607293821,58.0139033668711
19,1440764,6432344,07ENO,Adelöv,,,2010,14.8031217206936,58.0112472274674
20,1438014,6428504,07ENO,Adelöv,,,2010,14.7576177836155,57.9764007477475
1,1422947,6431432,07ENV,Gränna,,,2012,14.5020946309107,58.0003289934311
2,1421114,6430496,07ENV,Gränna,,,2012,14.471417590608,57.9916060440097
3,1421669,6429183,07ENV,Gränna,,,2012,14.481233736004,57.9799186082077
4,1424483,6428658,07ENV,Gränna,,,2012,14.5289503518482,57.9756925725969
5,1422713,6427403,07ENV,Gränna,,,2012,14.499455994717,57.9641236836657
6,1420744,6425995,07ENV,Gränna,,,2012,14.4666719649181,57.9511393199664
7,1418861,6425839,07ENV,Gränna,,,2012,14.4349343986614,57.9494000942812
8,1416621,6425945,07ENV,Gränna,,,2012,14.3970812090218,57.9499379452919
9,1413751,6425861,07ENV,Gränna,,,2012,14.3486604634919,57.9486376432025
10,1414774,6427375,07ENV,Gränna,,,2012,14.3653852395944,57.9624236109227
11,1416780,6428370,07ENV,Gränna,,,2012,14.3989128854603,57.9717338877288
12,1418705,6428844,07ENV,Gränna,,,2012,14.4312685030032,57.9763441716898
13,1419460,6431321,07ENV,Gränna,,,2012,14.443179880543,57.9987147176361
14,1421972,6435593,07ENV,Gränna,,,2012,14.4842335516126,58.037508073825
15,1422764,6437028,07ENV,Gränna,,,2012,14.4971666628765,58.0505271240395
16,1423671,6438739,07ENV,Gränna,,,2012,14.5119672229482,58.0660420605646
17,1424880,6440599,07ENV,Gränna,,,2012,14.5318503675476,58.0829440127736
18,1424625,6436548,07ENV,Gränna,,,2012,14.5288282661013,58.0465386014371
19,1423487,6434384,07ENV,Gränna,,,2012,14.5102666106784,58.0269196812198
20,1424830,6431332,07ENV,Gränna,,,2012,14.5339622217985,57.9997537180994
1,149714,644969,07FNO,Rimforsa,Arnebo,,2011,3.70505579346207,5.70819118575047
2,149769,644852,07FNO,Rimforsa,Bjärken,,2011,3.70556323016313,5.70716716311839
3,149504,644631,07FNO,Rimforsa,Opphem,,2011,3.70326589933703,5.705163419671
4,149424,644425,07FNO,Rimforsa,Schedewi,,2011,3.70259855353188,5.7033271476532
5,149620,644279,07FNO,Rimforsa,Lilla Valla,,2011,3.70435586915795,5.70207328412078
6,149537,644190,07FNO,Rimforsa,Västersum,,2011,3.70364004150425,5.70127082719785
7,149720,644024,07FNO,Rimforsa,Ekvallen,,2011,3.70528636475714,5.69983767852658
8,149679,643795,07FNO,Rimforsa,Drättinge,,2011,3.70496750475884,5.69780540360447
9,149693,643534,07FNO,Rimforsa,Årteryd,,2011,3.70514005921547,5.69550056531435
10,149850,643439,07FNO,Rimforsa,"Anderstorp, N om Utdala",,2011,3.70654354660964,5.69469018951588
11,149430,643216,07FNO,Rimforsa,V.Eneby / Hovby,,2011,3.70287854622024,5.69263974139055
12,149392,643523,07FNO,Rimforsa,Mjölkvik,,2011,3.70248555688958,5.69534672557253
13,149188,643686,07FNO,Rimforsa,Ö om Tjustad,,2011,3.7006545040507,5.69674940589108
14,149034,643717,07FNO,Rimforsa,"Bankevid, Väsby",,2011,3.6992895249117,5.69699449837709
15,148890,643760,07FNO,Rimforsa,Ö om Rävantorp,,2011,3.69801055359113,5.69734755435242
16,148560,644066,07FNO,Rimforsa,Pålehult,,2011,3.69504060233936,5.69999066286943
17,148484,644262,07FNO,Rimforsa,Drögsnäs,,2011,3.69433300845063,5.70170909531513
18,148613,644596,07FNO,Rimforsa,"vk Trollegater, V om Grythult",,2011,3.69540869421949,5.7046861402823
19,148815,644605,07FNO,Rimforsa,"Långstorp, Långsbo",,2011,3.69718979179403,5.70480376851879
20,149027,644665,07FNO,Rimforsa,"Muggebo, Ö om Klevberget",,2011,3.69904956751584,5.70537415125132
1,1473654,6434190,07FNV,Malexander,Halvsjön/Lortviken; på vägbanken,Halvsjön/Lortviken; på vägbanken,2012,15.3592724362685,58.0309899495465
2,1470654,6433662,07FNV,Malexander,höjden V om Dammstugugölen; avtag Landsnäs,höjden V om Dammstugugölen; avtag Landsnäs,2012,15.308563351474,58.0260611549679
3,1467168,6435412,07FNV,Malexander,500 m S om Våkthult; på vägen,500 m S om Våkthult; på vägen,2012,15.2493272998777,58.0415282452041
4,1464848,6438596,07FNV,Malexander,S om Stjärnesand; infotavla Sommen,S om Stjärnesand; infotavla Sommen,2012,15.2095740553262,58.0699358589873
5,1461668,6441160,07FNV,Malexander,N om Somvik; avtag St Jordgölen/Arnäs,N om Somvik; avtag St Jordgölen/Arnäs,2012,15.1552764779241,58.0926909799176
6,1459042,6443316,07FNV,Malexander,SÖ om Bösebo; flyttblock S sidan av vägen,SÖ om Bösebo; flyttblock S sidan av vägen,2012,15.1103794428425,58.1118115131759
7,1457370,6435750,07FNV,Malexander,S om Blåvik; avtag Fritidsområde Fiskarp,S om Blåvik; avtag Fritidsområde Fiskarp,2012,15.0833924781767,58.0437291485832
8,1457492,6440398,07FNV,Malexander,"N om Blåvik, 2,3 km N avtag St Jordgölen; brevlåda","N om Blåvik, 2,3 km N avtag St Jordgölen; brevlåda",2012,15.0846167837136,58.0854687764686
9,1456710,6442684,07FNV,Malexander,"Ekeln, 1 km N om avtag Eklabo; avtag V","Ekeln, 1 km N om avtag Eklabo; avtag V",2012,15.0709396960307,58.105915670493
10,1455686,6445666,07FNV,Malexander,Ö om Andersbosjön; avtag Harövägen,Ö om Andersbosjön; avtag Harövägen,2012,15.0530084065875,58.1325851137482
11,1457836,6448256,07FNV,Malexander,Ö om Fågelmossen; avtag Ulrika,Ö om Fågelmossen; avtag Ulrika,2012,15.0890316582858,58.1560471487028
12,1459578,6447342,07FNV,Malexander,avtag Spakarp,avtag Spakarp,2012,15.1187754781628,58.1480045551215
13,1464284,6447532,07FNV,Malexander,N om Öjaren; avtag Strålsnäs,N om Öjaren; avtag Strålsnäs,2012,15.1986548099468,58.1501159244037
14,1465428,6442062,07FNV,Malexander,"Horkoneliden, 0,8 km S Gökshult; avtag V","Horkoneliden, 0,8 km S Gökshult; avtag V",2012,15.2188900129281,58.1010986228637
15,1466776,6438698,07FNV,Malexander,S om Mo; avtag V,S om Mo; avtag V,2012,15.2422260825563,58.0710004126135
16,1469744,6438646,07FNV,Malexander,Solsätter; avtag Danielshammar,Solsätter; avtag Danielshammar,2012,15.2925220686888,58.0707462776783
17,1468446,6441182,07FNV,Malexander,Mellansjö; avtag Ö,Mellansjö; avtag Ö,2012,15.2701879107921,58.0934236511109
18,1467586,6443056,07FNV,Malexander,Asplångens N ände; avtag Danskebo,Asplångens N ände; avtag Danskebo,2012,15.2553477601739,58.1101859813276
19,1469160,6446406,07FNV,Malexander,avtag Görshorva,avtag Görshorva,2012,15.2816046610804,58.1403743802313
20,1471754,6444464,07FNV,Malexander,SV om Kvarnsjön; avtag V Harg/Önnebo,SV om Kvarnsjön; avtag V Harg/Önnebo,2012,15.3258773918332,58.1231128194713
1,1458548,6409332,07FSV,Östra Lägern,,,2010,15.1079558710728,57.806664074118
2,1458148,6411292,07FSV,Östra Lägern,,,2010,15.1008847073752,57.8242237202306
3,1457448,6413492,07FSV,Östra Lägern,,,2010,15.0887131214838,57.8439091553553
4,1457076,6415388,07FSV,Östra Lägern,,,2010,15.082108345025,57.8608956937118
5,1456504,6417240,07FSV,Östra Lägern,,,2010,15.0721348792069,57.8774673616233
6,1456296,6419356,07FSV,Östra Lägern,,,2010,15.0682405775497,57.8964441295702
7,1456008,6420832,07FSV,Östra Lägern,,,2010,15.0631111613563,57.909667045387
8,1456484,6422864,07FSV,Östra Lägern,,,2010,15.0707670957538,57.9279566175279
9,1456544,6425004,07FSV,Östra Lägern,,,2010,15.0713870588853,57.9471748824853
10,1458608,6425088,07FSV,Östra Lägern,,,2010,15.1062226708074,57.9481256959221
11,1460500,6424652,07FSV,Östra Lägern,,,2010,15.1382425972256,57.9443832423252
12,1462272,6423364,07FSV,Östra Lägern,,,2010,15.1683657865045,57.9329733490677
13,1464504,6421964,07FSV,Östra Lägern,,,2010,15.2062483093058,57.9205876102005
14,1463096,6420092,07FSV,Östra Lägern,,,2010,15.1827828455408,57.9036663909733
15,1464776,6418696,07FSV,Östra Lägern,,,2010,15.2113227799471,57.8912688970666
16,1465716,6417004,07FSV,Östra Lägern,,,2010,15.227414372832,57.8761511661761
17,1465692,6414848,07FSV,Östra Lägern,,,2010,15.2273208310373,57.8567924471936
18,1464536,6413312,07FSV,Östra Lägern,,,2010,15.2080791672196,57.8429117356578
19,1465700,6411588,07FSV,Östra Lägern,,,2010,15.2279248141493,57.8275242024103
20,1464808,6409560,07FSV,Östra Lägern,,,2010,15.2132121519155,57.8092471191627
1,1661074,6401184,07JSV,Stenkyrka,,,2010,18.5074906571845,57.7066124063318
2,1662676,6400612,07JSV,Stenkyrka,,,2010,18.5339462675519,57.7009064622785
3,1665304,6399924,07JSV,Stenkyrka,,,2010,18.5774985394443,57.6937794296114
4,1669974,6400184,07JSV,Stenkyrka,,,2010,18.6558925087884,57.6943734314372
5,1667180,6404120,07JSV,Stenkyrka,,,2010,18.6118291558819,57.7307172121066
6,1668188,6405284,07JSV,Stenkyrka,,,2010,18.6295418316917,57.7407801328765
7,1668928,6409784,07JSV,Stenkyrka,,,2010,18.6451161005358,57.7808576046309
8,1668154,6413354,07JSV,Stenkyrka,,,2010,18.6346276910839,57.8131630518209
9,1669444,6414664,07JSV,Stenkyrka,,,2010,18.65723086094,57.8244250082293
10,1672564,6418404,07JSV,Stenkyrka,,,2010,18.7123705242222,57.8567717826818
11,1671214,6418974,07JSV,Stenkyrka,,,2010,18.6900693072399,57.8624014105574
12,1672654,6422304,07JSV,Stenkyrka,,,2010,18.7167092126288,57.8917084390817
13,1668452,6416856,07JSV,Stenkyrka,,,2010,18.6421021971507,57.8444559740649
14,1664356,6414340,07JSV,Stenkyrka,,,2010,18.5714844947827,57.8234137352911
15,1661764,6412944,07JSV,Stenkyrka,,,2010,18.5269714152914,57.8118364794192
16,1660196,6411952,07JSV,Stenkyrka,,,2010,18.4999587696711,57.8035022950585
17,1661448,6411380,07JSV,Stenkyrka,,,2010,18.5206069805999,57.7979234454238
18,1660054,6405754,07JSV,Stenkyrka,,,2010,18.4934387025236,57.7479641252942
19,1657924,6406694,07JSV,Stenkyrka,,,2010,18.458325515506,57.7571483605396
20,1655040,6405240,07JSV,Stenkyrka,,,2010,18.4089940858435,57.7451108738112
1,1347020,6467630,08CSO,Vara,,Tegelbruksdammen   NO Kvänum,2010,13.1954924387782,58.3053607391577
2,1348060,6469205,08CSO,Vara,,Bäck Öttum,2010,13.2121782842229,58.3198472017938
3,1346010,6469415,08CSO,Vara,,Vägskäl O Vägestorp,2010,13.1770951528605,58.3210169374606
4,1342600,6470350,08CSO,Vara,,Jung kyrka,2010,13.1183339619716,58.3281937756331
5,1337855,6470815,08CSO,Vara,,St. Halla kyrka,2010,13.0371165975473,58.3306378277152
6,1337615,6467020,08CSO,Vara,,Skarstad kyrka,2010,13.0356892475492,58.296517670147
7,1336760,6465080,08CSO,Vara,,Åsen (råkkolonin),2010,13.0224936199952,58.2788044144176
8,1335600,6463355,08CSO,Vara,,Önum kyrka,2010,13.0039691531022,58.2629040888266
9,1336485,6461405,08CSO,Vara,,Mossbrott friluftsområde,2010,13.0204012332464,58.2457470910849
10,1340315,6461165,08CSO,Vara,,Tråvad kyrka vid ån Lidan,2010,13.0857085761805,58.2449993081991
11,1341220,6458185,08CSO,Vara,,Längjum kyrka vid bäckravin,2010,13.1031357456028,58.2186014375349
12,1343730,6458050,08CSO,Vara,,3-korse Backavallen,2010,13.1458872436819,58.218287012949
13,1343955,6455240,08CSO,Vara,,Dunge på Larv hed,2010,13.1515935790549,58.19316525588
14,1347840,6454800,08CSO,Vara,,M-plats mellan fornhögar,2010,13.2178680178655,58.1905747844781
15,1348825,6456765,08CSO,Vara,,M-plats efter ödekyrka,2010,13.2333228751506,58.2085373175913
16,1345440,6460705,08CSO,Vara,,3-korse vid Edsvära,2010,13.1731871036739,58.2427011113985
17,1343200,6462045,08CSO,Vara,,Stora Hov park,2010,13.1341849883609,58.2539273788283
18,1344595,6463325,08CSO,Vara,,M-plats i skogskant,2010,13.1570618111607,58.2659013148369
19,1346975,6464230,08CSO,Vara,,M-plats vä-sväng,2010,13.1969716781614,58.2748515743079
20,1345960,6465790,08CSO,Vara,,Kvänum kyrka,2010,13.1786557096244,58.2884885072745
1,1380952,6479292,08DNO,Östen,,,2012,13.7678363394802,58.4204955631152
2,1380744,6481774,08DNO,Östen,,,2012,13.762989068773,58.4427076585811
3,1380740,6484108,08DNO,Östen,,,2012,13.7617055192904,58.4636473411732
4,1381116,6487056,08DNO,Östen,,,2012,13.7666110643223,58.49019942466
5,1380060,6489516,08DNO,Östen,,,2012,13.7472244696443,58.5119813663697
6,1377495,6486708,08DNO,Östen,,,2012,13.7047536588493,58.4860758729041
7,1376236,6488732,08DNO,Östen,,,2012,13.68208770302,58.5038791074811
8,1378000,6490368,08DNO,Östen,,,2012,13.7114498572343,58.519053743982
9,1380264,6495484,08DNO,Östen,,,2012,13.7475846653019,58.5655814894566
10,1381876,6494140,08DNO,Östen,,,2012,13.775963835424,58.5539637520455
11,1384784,6498488,08DNO,Östen,,,2012,13.8236797885171,58.5937543861127
12,1387972,6496360,08DNO,Östen,,,2012,13.8795211698604,58.5754943245769
13,1388640,6494456,08DNO,Östen,,,2012,13.8919288418283,58.5585820543679
14,1386888,6490968,08DNO,Östen,,,2012,13.8635807086909,58.526834257161
15,1387596,6488770,08DNO,Östen,,,2012,13.8768089967454,58.5072957206664
16,1389352,6492282,08DNO,Östen,,,2012,13.9052107175257,58.5392570296424
17,1391628,6493752,08DNO,Östen,,,2012,13.9435686935397,58.5530194476556
18,1392184,6497004,08DNO,Östen,,,2012,13.9515712979631,58.5823374015076
19,1384844,6482368,08DNO,Östen,,,2012,13.8328521042488,58.4491364346931
20,1385290,6480192,08DNO,Östen,,,2012,13.8415744241548,58.4297295392996
1,1356344,6473632,08DSV,Rösjömossen  runt,,,2010,13.3506446751557,58.3623426926653
2,1354468,6471108,08DSV,Rösjömossen  runt,,,2010,13.3202175811913,58.3390854047521
3,1354028,6469364,08DSV,Rösjömossen  runt,,,2010,13.3138147516066,58.323296635468
4,1352948,6466308,08DSV,Rösjömossen  runt,,,2010,13.2973446608396,58.2955261138066
5,1353064,6463044,08DSV,Rösjömossen  runt,,,2010,13.3013899004957,58.2662886914669
6,1351776,6459396,08DSV,Rösjömossen  runt,,,2010,13.2817946197108,58.2331368612192
7,1353112,6456328,08DSV,Rösjömossen  runt,,,2010,13.3064502322259,58.2060654619342
8,1355692,6454288,08DSV,Rösjömossen  runt,,,2010,13.351555431149,58.1886180919008
9,1358688,6452236,08DSV,Rösjömossen  runt,,,2010,13.4036863668714,58.171180002269
10,1351036,6455900,08DSV,Rösjömossen  runt,,,2010,13.2714480496166,58.2015307549101
11,1362708,6457300,08DSV,Rösjömossen  runt,,,2010,13.4689551414484,58.2178747360027
12,1365114,6459854,08DSV,Rösjömossen  runt,,,2010,13.5083775281004,58.2415286462806
13,1364634,6462184,08DSV,Rösjömossen  runt,,,2010,13.4988535986064,58.2622833711896
14,1363244,6465894,08DSV,Rösjömossen  runt,,,2010,13.4730048057735,58.2951347088213
15,1362354,6468044,08DSV,Rösjömossen  runt,,,2010,13.4565628408532,58.3141434756361
16,1364124,6468374,08DSV,Rösjömossen  runt,,,2010,13.4865414204531,58.3176546165833
17,1364984,6469935,08DSV,Rösjömossen  runt,,,2010,13.5002910938434,58.3319229500424
18,1365854,6471144,08DSV,Rösjömossen  runt,,,2010,13.5144269831237,58.3430352085868
19,1365734,6472474,08DSV,Rösjömossen  runt,,,2010,13.5116056686973,58.3549295712634
20,1366424,6474484,08DSV,Rösjömossen  runt,,,2010,13.5222167859401,58.3731714136287
1,1437635.66407,6466795.18017,08ESO,Tåkern,,,2010,14.7410058702812,58.3200748944814
2,1435702.43276,6468945.51233,08ESO,Tåkern,,,2010,14.7074253128722,58.3390980536205
3,1431350.07777,6465833.73359,08ESO,Tåkern,,,2010,14.6340592125268,58.3105071196316
4,1433758.86331,6464582.81921,08ESO,Tåkern,,,2010,14.6755006618921,58.2996484892892
5,1432187.46674,6463269.87602,08ESO,Tåkern,,,2010,14.6490927135002,58.2876236151029
6,1430585.05576,6460292.49304,08ESO,Tåkern,,,2010,14.622672594931,58.2606482375575
7,1430647.08457,6456384.67788,08ESO,Tåkern,,,2010,14.6248960505162,58.2255808632884
8,1432487.27266,6454565.16605,08ESO,Tåkern,,,2010,14.656734325559,58.2095341356043
9,1433944.94975,6453417.63303,08ESO,Tåkern,,,2010,14.6818508427308,58.1994541930381
10,1435578.37513,6454172.31691,08ESO,Tåkern,,,2010,14.709414349099,58.2064701603544
11,1435650.74208,6457894.04564,08ESO,Tåkern,,,2010,14.7096150480573,58.2398886386628
